Name,Price,Rating,Specification 1,Specification 2,Specification 3,Specification 4,Specification 5
"Apple iPhone 13 mini - Unboxed (Pink, 512 GB)",94900.0,N/A,512 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 13 mini - Unboxed ((PRODUCT)RED, 512 GB)",94900.0,N/A,512 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 13 mini - Unboxed (Starlight, 512 GB)",94900.0,N/A,512 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 13 mini - Unboxed (Midnight, 256 GB)",74900.0,N/A,256 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 13 mini - Unboxed (Pink, 128 GB)",64900.0,N/A,128 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 13 mini - Unboxed (Blue, 128 GB)",64900.0,N/A,128 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 13 - Unboxed (Pink, 512 GB)",89900.0,N/A,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 13 - Unboxed (Pink, 256 GB)",69900.0,N/A,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 15 Pro - Unboxed (Natural Titanium, 256 GB)",144900.0,N/A,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A17 Pro Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 12 - Unboxed (White, 64 GB)",249500.0,N/A,64 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"Apple iPhone SE (Red, 64 GB)",199500.0,N/A,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)"
"Apple iPhone 14 - Unboxed (Blue, 128 GB)",419400.0,N/A,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 15 Plus - Unboxed (Black, 512 GB)",119900.0,N/A,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 15 - Unboxed (Green, 512 GB)",109900.0,N/A,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 12 mini - Unboxed (Blue, 64 GB)",239600.0,N/A,64 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"Apple iPhone XR - Unboxed (White, 64 GB)",143700.0,N/A,64 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,iOS 13 Compatible
"Apple iPhone 6s Plus (Rose Gold, 32 GB)",34900.0,N/A,32 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,Apple A9 64-bit processor and Embedded M9 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone XR (White, 256 GB) (Includes EarPods, Power Adapter)",91900.0,N/A,256 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,Brand Warranty of 1 Year
"Apple iPhone XS (Space Grey, 512 GB)",134900.0,N/A,512 GB ROM,14.73 cm (5.8 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor,1 Year Limited Warranty for Products and Accessories
"Apple iPhone 13 - Unboxed (Green, 256 GB)",209700.0,N/A,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone XS Max (Gold, 256 GB)",124900.0,N/A,256 GB ROM,16.51 cm (6.5 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor,iOS 13 Compatible
"Apple iPhone 11 Pro (Space Grey, 64 GB)",106600.0,N/A,64 GB ROM,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 13 - Unboxed (Pink, 128 GB)",299500.0,N/A,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 13 - Unboxed (Blue, 128 GB)",299500.0,N/A,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 13 mini (Midnight, 512 GB)",94900.0,N/A,512 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 12 - Unboxed (Green, 128 GB)",54900.0,N/A,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"Apple iPhone SE 3rd Gen (Starlight, 256 GB)",64900.0,N/A,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",Brand Warranty of 1 Year
"Apple iPhone 11 (Purple, 64 GB)",175600.0,N/A,64 GB ROM,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,Brand Warranty of 1 Year
"Apple iPhone 13 - Unboxed (Green, 128 GB)",239600.0,N/A,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 13 Pro (Graphite, 256 GB)",129900.0,N/A,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"Apple iPhone 12 Pro Max (Gold, 512 GB)",149900.0,N/A,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield | Industry-leading IP68 Water Resistance
"Apple iPhone 12 Pro Max (Silver, 256 GB)",129900.0,N/A,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield | Industry-leading IP68 Water Resistance
"Apple iPhone 6s (Rose Gold, 16 GB)",31999.0,N/A,16 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone 12 Pro Max (Graphite, 256 GB)",129900.0,N/A,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield | Industry-leading IP68 Water Resistance
"Apple iPhone XR - Unboxed (Black, 128 GB)",158700.0,N/A,128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,iOS 13 Compatible
"Apple iPhone 14 Pro (Silver, 512 GB)",149900.0,N/A,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Apple iPhone 7 (Black, 256 GB)",74400.0,N/A,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone 7 (Red, 128 GB)",34900.0,N/A,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
"Apple iPhone XR (White, 64 GB)",47900.0,N/A,64 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)"
"Apple iPhone XS (Gold, 64 GB)",89900.0,N/A,64 GB ROM,14.73 cm (5.8 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor,1 Year Limited Warranty for Products and Accessories
